node,used_pooled_fallback,median,mad,scale,R
R26-M1-NA-C:J04-U01,False,71.0628925,71.0442995,105.33027843869999,0.6746672804188695
R62-M0-N6-C:J09-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R67-M1-N8-C:J05-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R07-M1-NA-C:J02-U01,False,71.942837,71.931608,106.64580202079999,0.6745960519474401
R67-M1-NF-C:J12-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R27-M1-N1-C:J03-U01,False,70.78568849999999,70.76694599999999,104.91907413959999,0.674669397156671
UNKNOWN_LOCATION,False,0.022175,0.015676000000000002,0.023241237600000002,0.954123028284862
R62-M0-N7-C:J09-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R26-M1-N7-C:J02-U01,False,70.78739,70.7692375,104.9224715175,0.6746637681728016
R27-M1-N6-C:J14-U11,False,70.700632,70.674748,104.78238138479999,0.6747377857386244
R26-M1-N9-C:J03-U01,False,70.683243,70.65786700000001,104.75735361420001,0.6747329954545433
R26-M1-N9-C:J10-U11,False,70.580994,70.562201,104.6155192026,0.674670398216079
R66-M1-N4-C:J15-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R63-M0-N6-C:J16-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R67-M0-N3-C:J08-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R26-M1-N8-C:J06-U01,False,69.914926,3.3112449999999995,4.909251836999999,14.24146251228464
R27-M1-N2-C:J09-U11,False,70.170015,70.14765450000002,104.00091256170002,0.674705762397716
R67-M0-NB-C:J14-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R26-M1-NF-C:J13-U01,False,71.22963,71.21131,105.577888206,0.6746642806590255
R27-M1-N0-C:J04-U01,False,69.963813,69.9374795,103.68930710669999,0.6747447249117476
R62-M0-N5-C:J07-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R62-M0-NE-C:J07-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R66-M0-N4-C:J04-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R62-M0-NA-C:J12-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R04-M1-N4-C:J17-U11,False,1.628922,1.6168565,2.3971514468999997,0.6795240251117737
R62-M0-NE-C:J12-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R63-M0-N2-C:J03-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R67-M0-N6-C:J17-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R67-M0-N0-C:J15-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R27-M1-N6-C:J11-U11,False,70.703912,70.684499,104.7968382174,0.6746760036149702
R27-M1-ND-C:J14-U01,False,69.992583,69.972449,103.74115288739999,0.6746848386769859
R67-M1-N6-C:J15-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R05-M0-N4-C:J16-U01,False,173.44545399999998,173.43357749999998,257.13262200149995,0.6745369477039292
R63-M0-N0-C:J14-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R16-M0-NE-C:J11-U01,False,0.645681,0.63149,0.936247074,0.6896480832152646
R62-M0-NC-C:J06-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R67-M0-N1-C:J08-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R03-M1-N3-C:J02-U01,False,1.064911,0.8122835,1.2042915171,0.8842634734855263
R26-M1-N4-C:J02-U01,False,69.940746,3.6886379999999974,5.4687746987999954,12.789107222747171
R27-M0-N4-C:J10-U11,False,69.713357,67.110462,99.4979709612,0.7006510416899382
R67-M0-NC-C:J10-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R26-M1-NC-C:J15-U01,False,69.962593,69.9367925,103.68828856049998,0.6747395869995314
R62-M0-NC-C:J16-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R26-M0-NF-C:J05-U11,False,71.219609,71.201734,105.5636908284,0.6746600885314978
R27-M0-N3-C:J17-U01,False,70.1140715,70.09041099999999,103.91604334859998,0.6747184480917269
R67-M0-N2-C:J08-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R26-M0-N8-C:J06-U01,False,70.260786,70.241593,104.14018578179999,0.6746750591286067
R27-M1-N6-C:J16-U11,False,70.7829445,70.762366,104.91228383159999,0.6746869090526832
R23-M0-N0-C:J10-U01,False,1.008718,0.984164,1.4591215464,0.6913186927358774
R67-M1-N9-C:J13-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R67-M0-N5-C:J09-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R13-M1-NF-C:J15-U01,False,761.479913,761.466177,1128.9497540201999,0.674502926537132
R63-M0-NF-C:J04-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R07-M0-NC-C:J04-U11,False,0.787323,0.765987,1.1356523262,0.6932781995300068
R67-M1-N4-C:J11-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R66-M1-N1-C:J03-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R62-M0-N2-C:J16-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R27-M0-N0-C:J06-U11,False,70.0581655,70.0322025,103.82974342649999,0.6747408130657037
R53-M0-N4-C:J17-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R66-M1-NC-C:J07-U01,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R50-M0-N1-C:J09-U11,True,617.9976810000001,617.980436,916.2177944136,0.6745095814205753
R20-M0-N6,False,0.0118815,0.0056005,0.0083033013,1.430936873265095
R27-M0-NE-C:J06-U01,False,70.530888,70.511989,104.5410748914,0.6746715400933971
R27-M1-N6,False,0.074511,0.068606,0.1017152556,0.7325449811876596
R10-M1-NA-C:J11-U01,False,2.347551,2.3225100000000003,3.4433533260000004,0.6817630309019296
R26-M1-NE-C:J14-U01,False,71.091413,71.072669,105.3723390594,0.6746686429720866
R37-M0-NC-C:J12-U01,False,1.96092,1.942233,2.8795546458,0.6809803046662501
R25-M1-N7-C:J10-U11,False,131.833305,131.370501,194.76990478259998,0.6768669171305026
R00-M0-NE,False,0.020061,0.017339,0.0257068014,0.7803771339673554
R27-M1-N6-C:J05-U11,False,70.7827265,70.76379549999999,104.91440320829997,0.6746712018126434
