dataset,fault_type,scheme,scheme_kind,scheme_size,detector,recall,precision,grid_flagged_frac,lift,n_positive_windows,auc_pr,no_skill_baseline,auc_pr_ratio,auc_roc,status
bgl,burst,fixed_time_120,fixed_time,120,isolation_forest_counts,0.6620370370370371,0.0007936596032811,0.0647962176253566,10.217217320690692,216,0.0157319898438607,7.767864560088927e-05,202.5265724210902,0.7920901677236485,complete
bgl,burst,fixed_time_120,fixed_time,120,z_score_threshold,0.412037037037037,6.178401696075396e-05,0.5180381682656121,0.7953796887525372,216,0.0001489659886353,7.767864560088927e-05,1.9177212409286457,0.5459429788587511,complete
bgl,burst,fixed_time_120,fixed_time,120,log_ratio_threshold,0.3148148148148148,0.000392448822942,0.0623122990829244,5.052209907964766,216,0.0006681113125716,7.767864560088927e-05,8.600965006578353,0.6739332371239475,complete
bgl,stall,fixed_count_20,fixed_count,20,count_vector_pca,0.490566037735849,0.0006406307749168,0.2960528715341352,1.657021717755189,106,0.000557617142025,0.0003866157987263,1.4423030405430644,0.6687297650410957,complete
bgl,stall,fixed_count_20,fixed_count,20,isolation_forest_counts,0.1509433962264151,0.0013664702365701,0.0427064564838387,3.5344397230319524,106,0.0014752931235995,0.0003866157987263,3.8159152534885017,0.8064356394405354,complete
bgl,stall,fixed_count_20,fixed_count,20,z_score_threshold,0.7169811320754716,0.0003214577261941,0.8623100658705786,0.8314655719014663,106,0.0004375803326249,0.0003866157987263,1.1318221709161016,0.4557556952537052,complete
bgl,stall,fixed_count_20,fixed_count,20,log_ratio_threshold,0.0471698113207547,7.965715560228775e-05,0.2289385572665533,0.2060369903783174,106,0.0003252890211667,0.0003866157987263,0.8413753970694854,0.375048345666039,complete
bgl,burst,fixed_count_20,fixed_count,20,count_vector_pca,0.4347826086956521,0.0009855858075643,0.2960528715341352,1.4685978434954017,184,0.0010404749054355,0.0006711066694872,1.5503867756678371,0.6914816194497736,complete
bgl,burst,fixed_count_20,fixed_count,20,isolation_forest_counts,0.1739130434782608,0.0027329404731403,0.0427064564838387,4.072289246102033,184,0.0034101277354246,0.0006711066694872,5.081349792023534,0.8477483508601552,complete
bgl,burst,fixed_count_20,fixed_count,20,z_score_threshold,0.4782608695652174,0.0003722394006945,0.862251708768884,0.554665029597998,184,0.0007525103824221,0.0006711066694872,1.1212977260336947,0.3834935859290326,complete
bgl,burst,fixed_count_20,fixed_count,20,log_ratio_threshold,0.4293478260869565,0.0012573411214209,0.2291646910356197,1.873533938176461,184,0.0032729627578226,0.0006711066694872,4.876963538930779,0.5543063694803205,complete
bgl,stall,fixed_count_50,fixed_count,50,count_vector_pca,0.7722772277227723,0.0015064022093899,0.3701381790108012,2.086456549245183,101,0.0013242237197077,0.0007219906927536,1.8341285185508749,0.7165421753563868,complete
bgl,stall,fixed_count_50,fixed_count,50,isolation_forest_counts,0.2475247524752475,0.0019525148391127,0.0915284042576005,2.704349043151738,101,0.0030569322414679,0.0007219906927536,4.234032754368292,0.777438222397245,complete
bgl,stall,fixed_count_50,fixed_count,50,z_score_threshold,0.9702970297029704,0.0007510038929589,0.932811975037708,1.0401850058408042,101,0.0012672855915182,0.0007219906927536,1.7552658285453693,0.6479824404215941,complete
bgl,stall,fixed_count_50,fixed_count,50,log_ratio_threshold,0.099009900990099,0.0002648024573668,0.2699530348628575,0.3667671342920756,101,0.0006893599438689,0.0007219906927536,0.9548044743343032,0.4238384804930167,complete
bgl,burst,fixed_count_50,fixed_count,50,count_vector_pca,0.6985294117647058,0.0018347206396415,0.3701381790108012,1.887212536765416,136,0.0016662709757226,0.0009721854872722,1.7139434784178065,0.7093396111261935,complete
bgl,burst,fixed_count_50,fixed_count,50,isolation_forest_counts,0.2573529411764705,0.0027335207747578,0.0915284042576005,2.8117276081004094,136,0.0051617963606618,0.0009721854872722,5.309476872715822,0.778515001041739,complete
bgl,burst,fixed_count_50,fixed_count,50,z_score_threshold,0.8602941176470589,0.0008966135595558,0.9328048266150074,0.9222659372045944,136,0.0017198756263285,0.0009721854872722,1.7690817738435902,0.5882295592917858,complete
bgl,burst,fixed_count_50,fixed_count,50,log_ratio_threshold,0.5220588235294118,0.0018776114666525,0.270310455997884,1.9313304829521591,136,0.004989799302133,0.0009721854872722,5.132558927755065,0.6095987568581152,complete
bgl,stall,fixed_count_100,fixed_count,100,count_vector_pca,0.92,0.0019105767034245,0.5180025602685054,1.776052997736382,100,0.0019176670898039,0.0010757430695252,1.782644150010866,0.7155449121786795,complete
bgl,stall,fixed_count_100,fixed_count,100,isolation_forest_counts,0.32,0.0025043042729691,0.1374584494239396,2.3279762091094067,100,0.0027220877869127,0.0010757430695252,2.530425585836245,0.7947655585349831,complete
bgl,stall,fixed_count_100,fixed_count,100,z_score_threshold,0.98,0.0010967366489099,0.9612409772050045,1.0195154214602264,100,0.0020339623064661,0.0010757430695252,1.8907510204678668,0.6472445320324361,complete
bgl,stall,fixed_count_100,fixed_count,100,log_ratio_threshold,0.2,0.0007670182166826,0.2805000053787153,0.7130124640460211,100,0.0011550611108369,0.0010757430695252,1.073733258022897,0.4947159133740402,complete
bgl,burst,fixed_count_100,fixed_count,100,count_vector_pca,0.9523809523809524,0.0020767138080701,0.5180025602685054,1.838564179851327,105,0.0022918609886381,0.0011295302230015,2.029039101360162,0.7521850483144559,complete
bgl,burst,fixed_count_100,fixed_count,100,isolation_forest_counts,0.4761904761904761,0.0039129754265143,0.1374584494239396,3.464250311174712,105,0.0039137977233702,0.0011295302230015,3.4649783101597995,0.8463303373344944,complete
bgl,burst,fixed_count_100,fixed_count,100,z_score_threshold,0.9714285714285714,0.0011415141849924,0.9612302197743092,1.0106096868829788,105,0.0021637934898173,0.0011295302230015,1.915657895427944,0.5827528521478162,complete
bgl,burst,fixed_count_100,fixed_count,100,log_ratio_threshold,0.5904761904761905,0.0023739326875215,0.280951817467916,2.101699130469663,105,0.0058614223839402,0.0011295302230015,5.189256794178106,0.6612023791574484,complete
thunderbird,stall,fixed_count_20,fixed_count,20,count_vector_pca,0.0683229813664596,0.0002361072356135,0.0927642713497799,0.7365225897030849,161,0.0005209710617617,0.0003205702566553,1.6251384866373308,0.6561698127929237,complete
thunderbird,stall,fixed_count_20,fixed_count,20,isolation_forest_counts,0.2919254658385093,0.002178851235455,0.0429504410329928,6.7967978632457715,161,0.0020772754812143,0.0003205702566553,6.4799382914925685,0.7663435536049963,complete
thunderbird,stall,fixed_count_20,fixed_count,20,z_score_threshold,0.4472049689440994,0.0003562698546221,0.4023933257670788,1.1113627893593825,161,0.000678620091598,0.0003205702566553,2.116915332939806,0.5400189914753867,complete
thunderbird,stall,fixed_count_20,fixed_count,20,log_ratio_threshold,0.0124223602484472,1.930483296493277e-05,0.2062819823586802,0.060220287329057,161,0.0003071737438446,0.0003205702566553,0.9582103687644988,0.4311920131638138,complete
thunderbird,burst,fixed_count_20,fixed_count,20,count_vector_pca,0.070631970260223,0.000407821588787,0.0927642713497799,0.7614135187231283,269,0.0008361830195519,0.0005356111741632,1.5611754569129397,0.644608692292472,complete
thunderbird,burst,fixed_count_20,fixed_count,20,isolation_forest_counts,0.2788104089219331,0.003476890269343,0.0429504410329928,6.491444609562026,269,0.0024384411859262,0.0005356111741632,4.552633147984093,0.7674757074871313,complete
thunderbird,burst,fixed_count_20,fixed_count,20,z_score_threshold,0.3159851301115242,0.0004206130063438,0.4023773968102264,0.7852954281638055,269,0.0009542758621175,0.0005356111741632,1.7816578670307757,0.4491477288527925,complete
thunderbird,burst,fixed_count_20,fixed_count,20,log_ratio_threshold,0.0185873605947955,4.826208241233193e-05,0.2062819823586802,0.0901065637544441,269,0.0004974817541939,0.0005356111741632,0.9288113807018764,0.4229324263102565,complete
thunderbird,stall,fixed_count_50,fixed_count,50,count_vector_pca,0.0846153846153846,0.0005784298259452,0.093986300151232,0.9002948778623177,130,0.0009052930702001,0.000642489300082,1.409039917216595,0.6204074897744288,complete
thunderbird,stall,fixed_count_50,fixed_count,50,isolation_forest_counts,0.3307692307692307,0.0051068883610451,0.0416135377437752,7.948596747670381,130,0.0061816608273856,0.000642489300082,9.621422219165886,0.7550518240167019,complete
thunderbird,stall,fixed_count_50,fixed_count,50,z_score_threshold,0.5538461538461539,0.0007967157605869,0.4466338502901086,1.2400451812741156,130,0.0015196889666806,0.000642489300082,2.365314047232504,0.5983978036325124,complete
thunderbird,stall,fixed_count_50,fixed_count,50,log_ratio_threshold,0.0153846153846153,4.60161516692359e-05,0.2148039419189672,0.0716216622803835,130,0.0005869327860308,0.000642489300082,0.9135292773839092,0.4130065994497669,complete
thunderbird,burst,fixed_count_50,fixed_count,50,count_vector_pca,0.073170731707317,0.0006310143555765,0.093986300151232,0.7785255041381459,164,0.0012179688417411,0.0008105249631804,1.5026913384159877,0.6335552815288064,complete
thunderbird,burst,fixed_count_50,fixed_count,50,isolation_forest_counts,0.3231707317073171,0.0062945368171021,0.0416135377437752,7.765999942065929,164,0.0059306510099455,0.0008105249631804,7.317049171038803,0.7820392636914785,complete
thunderbird,burst,fixed_count_50,fixed_count,50,z_score_threshold,0.4329268292682927,0.0007856589576186,0.4466289080647234,0.9693211107722453,164,0.0017387216257452,0.0008105249631804,2.1451796116465767,0.5002737921717757,complete
thunderbird,burst,fixed_count_50,fixed_count,50,log_ratio_threshold,0.0182926829268292,6.902422750385386e-05,0.2148039419189672,0.0851599033211876,164,0.0007138217014724,0.0008105249631804,0.8806905819057335,0.4091579560663393,complete
thunderbird,stall,fixed_count_100,fixed_count,100,count_vector_pca,0.0545454545454545,0.0006079027355623,0.09647150816147,0.5654048079579994,110,0.0014314725415579,0.0010751637181116,1.3313995975163415,0.573194182529799,complete
thunderbird,stall,fixed_count_100,fixed_count,100,isolation_forest_counts,0.3090909090909091,0.0076680198466396,0.0433388720555175,7.131955550088162,110,0.0152765756583513,0.0010751637181116,14.208604141872042,0.6839477850916207,complete
thunderbird,stall,fixed_count_100,fixed_count,100,z_score_threshold,0.6818181818181818,0.001535437906891,0.4774313361352751,1.428096838672935,110,0.0027245043122743,0.0010751637181116,2.534036692625336,0.6532347002312755,complete
thunderbird,stall,fixed_count_100,fixed_count,100,log_ratio_threshold,0.0181818181818181,8.907495657595867e-05,0.2194604632978203,0.0828478073389666,110,0.0009342493840617,0.0010751637181116,0.8689368589395909,0.3952580946450809,complete
thunderbird,burst,fixed_count_100,fixed_count,100,count_vector_pca,0.0661764705882353,0.0009118541033434,0.09647150816147,0.6859690684784552,136,0.0022380651099485,0.0013292933242107,1.683650304403234,0.6139249265094493,complete
thunderbird,burst,fixed_count_100,fixed_count,100,isolation_forest_counts,0.3529411764705882,0.0108254397834912,0.0433388720555175,8.14375547241901,136,0.013989061368348,0.0013292933242107,10.523682857321225,0.7310518590547381,complete
thunderbird,burst,fixed_count_100,fixed_count,100,z_score_threshold,0.5441176470588235,0.0015149964172382,0.4774215619196559,1.1397006135855918,136,0.002889533042288,0.0013292933242107,2.1737362173271,0.5724020097204423,complete
thunderbird,burst,fixed_count_100,fixed_count,100,log_ratio_threshold,0.0294117647058823,0.0001781499131519,0.2194604632978203,0.1340185118718578,136,0.001198097595488,0.0013292933242107,0.9013041543704658,0.4127570658012456,complete
thunderbird,stall,fixed_time_30,fixed_time,30,count_vector_pca,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,stall,fixed_time_30,fixed_time,30,isolation_forest_counts,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,stall,fixed_time_30,fixed_time,30,z_score_threshold,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,stall,fixed_time_30,fixed_time,30,log_ratio_threshold,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,burst,fixed_time_30,fixed_time,30,count_vector_pca,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,burst,fixed_time_30,fixed_time,30,isolation_forest_counts,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,burst,fixed_time_30,fixed_time,30,z_score_threshold,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,burst,fixed_time_30,fixed_time,30,log_ratio_threshold,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,stall,fixed_time_60,fixed_time,60,count_vector_pca,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,stall,fixed_time_60,fixed_time,60,isolation_forest_counts,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,stall,fixed_time_60,fixed_time,60,z_score_threshold,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,stall,fixed_time_60,fixed_time,60,log_ratio_threshold,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,burst,fixed_time_60,fixed_time,60,count_vector_pca,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,burst,fixed_time_60,fixed_time,60,isolation_forest_counts,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,burst,fixed_time_60,fixed_time,60,z_score_threshold,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,burst,fixed_time_60,fixed_time,60,log_ratio_threshold,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,stall,fixed_time_120,fixed_time,120,count_vector_pca,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,stall,fixed_time_120,fixed_time,120,isolation_forest_counts,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,stall,fixed_time_120,fixed_time,120,z_score_threshold,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,stall,fixed_time_120,fixed_time,120,log_ratio_threshold,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,burst,fixed_time_120,fixed_time,120,count_vector_pca,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,burst,fixed_time_120,fixed_time,120,isolation_forest_counts,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,burst,fixed_time_120,fixed_time,120,z_score_threshold,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
thunderbird,burst,fixed_time_120,fixed_time,120,log_ratio_threshold,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,pending
